,id,first_air_date,name,overview,popularity,vote_average,vote_count
876,61859,2016-02-21,The Night Manager,"Former British soldier Jonathan Pine navigates the shadowy recesses of Whitehall and Washington where an unholy alliance operates between the intelligence community and the secret arms trade. To infiltrate the inner circle of lethal arms dealer Richard Onslow Roper, Pine must himself become a criminal.",17.445,7.8,810
877,95205,2021-02-07,The Equalizer,"Robyn McCall, an enigmatic former CIA operative with a mysterious background, uses her extensive skills to help those with nowhere else to turn.",55.183,7.8,211
878,80307,2018-08-26,Bodyguard,A troubled war veteran is assigned to protect a controversial politician who may be the target of a terror plot.,23.881,7.8,641
879,2942,2007-04-01,The Tudors,"The Tudors is a history-based drama series following the young, vibrant King Henry VIII, a competitive and lustful monarch who navigates the intrigues of the English court and the human heart with equal vigor and justifiable suspicion.",54.482,7.8,573
880,15114,2008-03-16,John Adams,"Adapted from David McCullough's Pulitzer Prize-winning biography, this lavish seven-part miniseries chronicles the life of Founding Father John Adams, starting with the Boston Massacre of 1770 through his years as an ambassador in Europe, then his terms as vice president and president of the United States, up to his death on July 4, 1826.",17.942,7.8,229
881,33213,2010-11-07,Shake It Up,"Best pals CeCe and Rocky dream of dancing stardom. And they seem on the verge of realizing that goal when they win places as backup dancers on the local TV show ""Shake It Up, Chicago."" While they get to show off their moves, they find out they need to keep putting their best feet forward to keep up with the rest of the crew on the show.",45.765,7.8,247
882,25707,1983-10-13,Captain Tsubasa,"Tsubasa Ozora loves playing football since he was a little child. After moving to the japanese town of Nankatsu together with his mother, the 11-year-old boy quickly finds friends and joins the local football team of his elementary school. Together with his newly made friends and Brazilian mentor Roberto, Tsubasa starts his exciting journey to chase after his most desired dream - one day winning the FIFA World Cup.",59.187,7.8,703
883,2973,2006-01-09,Life on Mars,"A detective chief inspector from 2006 is investigating a serial killer when he is knocked over by a speeding car. Waking up, he finds himself mysteriously transported back in time to 1973. Initially struggling to come to terms with his situation, he has to come to terms with the old-fashioned technology and attitude of the day, while figuring out how he came to be trapped in the past.",12.736,7.8,215
884,2260,2006-07-07,H2O: Just Add Water,H2O: Just Add Water revolves around three teenage girls facing everyday teen problems with an added twist: they cope with the burden of growing a giant fin and transforming into mermaids whenever they come in contact with water.,69.267,7.8,500
885,64439,2015-12-18,Making a Murderer,"Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",8.139,7.8,395
886,3868,2006-12-11,The Lost Room,"A detective investigates a mysterious motel room, which acts as a portal to an alternate universe.",11.811,7.8,364
887,82424,2018-09-16,SKAM Spain,"The series accompanies a group of 16-year-olds on the journey of their life following their day to day in real time. Dependence on social media, how they face sex, love and ruptures, religion, the search of their identity and the need to fit in.",30.176,7.8,412
888,71722,2018-03-11,Deception,"Cameron Black is the world's greatest illusionist. At least, that's what people used to call him—before his greatest secret was exposed and his career destroyed. Even worse, Cameron has good reason to believe this was no accident.",16.901,7.8,201
889,66761,2016-10-18,Medici: Masters of Florence,"The story of the Medici family of Florence, their ascent from simple merchants to power brokers sparking an economic and cultural revolution. Along the way, they also accrue a long list of powerful enemies.",41.411,7.8,240
890,61664,2015-06-05,Sense8,"One gunshot, one death, one moment out of time that irrevocably links eight minds in disparate parts of the world, putting them in each other's lives, each other's secrets, and in terrible danger. Ordinary people suddenly reborn as ""Sensates.""",38.408,7.8,1336
891,58539,2013-02-25,Wild at Heart,"Corazón indomable is a Mexican telenovela produced by Nathalie Lartilleux for Televisa. It is a remake of Marimar, produced in 1994, and starring Thalía and Eduardo Capetillo.

Ana Brenda Contreras and Daniel Arenas star as the protagonists, while Ingrid Martz, Elizabeth Álvarez, Carlos de la Mota and René Strickler star as the antagonists.",121.978,7.8,436
892,34793,2004-07-05,Girls Bravo,"Small for his age, Yukinari has been bullied and abused by girls all his life. Now in high school, he has developed a rare condition: whenever girls touch him, or even come close, he breaks out in hives. Imagine his surprise, when he is suddenly transported to the city of Seiren on a mystic world invisibly orbiting the Earth, and populated with vast numbers of women and very few men. Fortunately, he has a new friend, Miharu-chan, whose touch inexplicably doesn't affect him.",18.417,7.8,277
893,60743,2014-10-24,Constantine,A man struggling with his faith is haunted by the sins of his past but is suddenly thrust into the role of defending humanity from the gathering forces of darkness.,35.348,7.8,1340
894,80986,2020-05-18,DC's Stargirl,"Courtney Whitmore, a smart, athletic and above all else kind girl, discovers her step-father has a secret: he used to be the sidekick to a superhero. ""Borrowing"" the long-lost hero’s cosmic staff, she becomes the unlikely inspiration for an entirely new generation of superheroes.",79.003,7.8,1021
895,38693,2012-01-11,Ninjago: Masters of Spinjitzu,"When the fate of their world, Ninjago, is challenged by great threats, it's up to the ninja: Kai, Jay, Cole, Zane, Lloyd and Nya to save the world.",95.172,7.8,642
896,4624,1999-10-06,Roswell,"Bizarre things start happening in the little New Mexico town where UFOs were spotted in 1947. Cut to 1999, when a cute high-school student saves the life of a teenage waitress. Surrounded by cliques of clever, angst-filled classmates, the two form a bond that threatens the survival of a secret universe involving superhuman powers, a yen for hot sauce and an alien gene pool.",38.022,7.8,382
897,2171,2003-09-28,Cold Case,The Philadelphia homicide squad's lone female detective finds her calling when she is assigned cases that have never been solved. Detective Lilly Rush combines her natural instincts with the updated technology available today to bring about justice for all the victims she can.,59.548,7.8,309
898,60866,2015-03-17,iZombie,"A medical student who becomes a zombie joins a Coroner's Office in order to gain access to the brains she must reluctantly eat so that she can maintain her humanity. But every brain she eats, she also inherits their memories and must now solve their deaths with help from the Medical examiner and a police detective.",81.492,7.8,2594
899,2673,2003-08-05,The O.C.,"Ryan Atwood, a teen from the wrong side of the tracks, moves in with a wealthy family willing to give him a chance. But Ryan's arrival disturbs the status quo of the affluent, privileged community of Newport Beach, California.",64.652,7.8,655
900,74204,2017-09-29,Big Mouth,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,59.311,7.8,893
901,58710,2000-06-19,Carita de Ángel,"Carita de Angel is a child telenovela produced in Mexico by Televisa in 2000 produced by Nicandro Díaz. It is a remake of the telenovela Papa Corazon, which also was adapted for Mundo de juguete. It starred Lisette Morelos, Miguel de León and Daniela Aedo as Dulce Maria. In 2001 it was broadcast in the United States by the Spanish-language broadcaster Univision. Among the great figures of his cast were Mexicans Joaquín Cordero and Ana Luisa Peluffo and Argentine Libertad Lamarque, who died during the filming of this soap opera and was replaced by actress Silvia Pinal.

From December 11 of 2000 until January 5 of 2001 the soap opera interrupted its broadcast in order to go to Christmas minitelenovela Rayito de Luz. In Indonesia, this telenovela broadcast on RCTI in early 2003, and a years later, in 2004, it broadcast on SCTV. In the United States, it re-aired on the Spanish channel UniMás from June 14, 2012 to February 28, 2013.",56.969,7.8,350
902,1432,2004-09-22,Veronica Mars,"In the fictional town of Neptune, California, student Veronica Mars progresses from high school to college while moonlighting as a private investigator under the tutelage of her detective father.",47.175,7.8,505
903,1421,2009-09-23,Modern Family,"The Pritchett-Dunphy-Tucker clan is a wonderfully large and blended family. They give us an honest and often hilarious look into the sometimes warm, sometimes twisted, embrace of the modern family.",156.457,7.8,2181
